Column1,Column2
boom_boom_satellites,"['Electronic_rock', 'Alternative_rock', 'Electropop', 'Big_beat', 'Electronica', 'Trip_hop']"
polly_scattergood,"['Indie_pop', 'Alternative_rock', 'Experimental_music']"
dismantled,['Electro-industrial']
hora,
2gether,
philipp_poisel,
alin_coen_band,
evelyn_evelyn,"['Americana_(music)', 'Dark_cabaret', 'Baroque_pop']"
miss_emily_brown,
jennifer_rostock,"['Electropop', 'Punk_rock', 'Rock_music']"
florian_ostertag,
grossstadtgeflüster,
pornophonique,['8-bit_(music)']
könig_der_löwen,
bo_diddley,"['Rhythm_and_blues', 'Rock_and_roll']"
sigh,
place_vendome,
???,
subterranean_masquerade,"['Progressive_metal', 'Oriental_metal', 'Avant-garde_metal', 'Experimental_rock']"
moon_safari,
bogdan_raczynski,"[""Drill_'n'_bass"", 'Drum_and_bass', 'Braindance', 'Oldschool_jungle', 'Electronica', 'Intelligent_dance_music']"
jello,
ceephax,
funkstörung,"['Intelligent_dance_music', 'Electronica']"
phoenecia,
"aphex_twin,_drukqs",
"daft_punk,_alive_2007_(live)",
"belleruche,_turntable_soul_music",
xela,
plaid_&_bob_jaroc,
ceephax_acid_crew,
mira_calix,"['Classical_music', 'Electronic_music']"
devilish,
?????,
halifax,
filipe_guerra,
lady_gaga_feat._akon_&_kardin,
house_boulevard,
????,
joey_ramone,['Punk_rock']
dakota_fanning,
a_smile_from_the_trenches,
kany_garcía,['Latin_pop']
ekhymosis,"['Thrash_metal', 'Rock_en_espa?ol', 'Latin_pop']"
carlos_vives,"['Rock_music', 'Bambuco', 'Porro', 'Reggaeton', 'Dance-pop', 'Latin_pop', 'Vallenato', 'Cumbia', 'Champeta']"
grupo_niche,['Salsa_music']
fonseca,
bacilos,"['Folk_music', 'Latin_pop']"
sukhwinder_singh,
andrés_cepeda,"['Latin_American_music', 'Jazz']"
franz_joseph_haydn,
a_dos_velas,
fruko_y_sus_tesos,
gilberto_santa_rosa,"['Salsa_music', 'Bolero']"
los_de_adentro,
lluvia_del_pop,
jj72,"['Alternative_rock', 'Indie_rock']"
mother_mother,"['Alternative_rock', 'New_wave_music', 'Indie_rock']"
computerclub,
shannon_noll,['Rock_music']
anna_bergendahl,"['Country_pop', 'Pop_music', 'Folk-pop']"
declan,
bryan_rice,
timoteij,"['Worldbeat', 'Europop']"
brinck,
m?ns_zelmerlöv,
state_of_shock,
alex_goot,"['Acoustic_music', 'Cover_version']"
dyego_alves,
emir,
bobby_darin,
rachel's,"['Minimalism', 'Instrumental', 'Post-rock', 'Chamber_music']"
the_softies,"['Indie_pop', 'Cuddlecore']"
danielle_ate_the_sandwich,['Folk_music']
magnetik,
milla,
zuzana_smatanová,['Pop-rock']
khoiba,
holly_brook,
dva,
wren,
kazety,
aneta_langerová,['Alternative_rock']
the_faders,['Pop_rock']
cake_bake_betty,
killaz_group,
macca_squad,
afro_kolektyw,
k.a.s.t.a.,
noxagt,
talbot_tagora,
brainiac,
tall_dwarfs,"['Indie_rock', 'Lo-fi_music', 'Experimental_rock']"
capitol_k,"['Experimental_music', 'Indie-Pop', 'Folktronica']"
john_martyn,"['Folk_jazz', 'Folk_blues', 'Folk-rock', 'Progressive_folk']"
the_impressions,"['Doo-wop', 'Gospel_music', 'Chicago_soul', 'Rhythm_and_blues', 'Soul_music']"
al_green,"['Gospel_music', 'Soul_music', 'Blues', 'Smooth_soul', 'Rhythm_and_blues']"
refrigerator,
land_of_the_loops,['Rock_music']
depth_charge,
shoshana_bean,
annalene_beechey,
new_broadway_cast,
julie_atherton,
erik_og_kriss,
tim_prottey-jones,
"dolly_parton,_loretta_lynn_&_tammy_wynette",
kerry_ellis,
anne_murray,"['Adult_contemporary_music', 'Pop_music', 'Soft_rock', 'Country_music']"
wicked_the_musical,
stuart_matthew_price,
the_hives_&_cyndi_lauper,
avenue_q,
rebecca_caine,
"meryl_streep,_julie_walters,_christine_baranski",
julia_murney,
hair_original_broadway_cast,
louise_dearman,
stuart_matthew_price_and_louise_dearman,
alex_swings_oscar_sings!,
???_?????,
erik_grönwall,"['Glam_metal', 'Hard_rock', 'Pop_rock', 'Heavy_metal_music', 'Arena_rock']"
"alex_swings,_oscar_sings!",
greeeen,
martin_kember,
the_republic_tigers,['Alternative_rock']
eva_avila,['Rhythm_and_blues']
s_club_8,['Pop_music']
vera_loca,
tnt,
boat,
pull_down,
jonezetta,"['Indie_rock', 'Alternative_rock']"
the_rocking_horse_winner,
bambix,
lifestream,
secret_lives_of_the_freemasons,
noise_ratchet,"['Pop_punk', 'Indie_rock', 'Emo', 'Alternative_rock']"
tuia_e_os_transmissores,
comma,
echoplex,
rivets,
pulsaris,
chris_wollard_&_the_ship_thieves,
vendetta_red,"['Screamo', 'Alternative_rock', 'Post_hardcore', 'Emo', 'Post-grunge']"
nipshot,
eau_bouili_et_poison,
thiago_milani,
skin,
tired_pony,"['Alternative_rock', 'Indie_folk', 'Alternative_country']"
eagle_scout,
middle_class_rut,"['Indie_rock', 'Post-Punk', 'Alternative_rock']"
blood_command,
attack!_attack!,
colonia,
andy_hunter°,
ultrabeat,"['House_music', 'Dance_Music', 'Electronic_dance_music', 'Trance_music']"
filo_&_peri,
stabilo,
thompson,
zbigniew_ho?dys,
raised_by_swans,"['Shoegazing', 'Indie_Rock']"
various_artists,
wire_daisies,
k.c._and_the_sunshine,
darryl_worley,['Country_music']
brother_clyde,['Alternative_rock']
miley_cyrus_and_john_travolta,
depapepe,
edane,
karl_sanders,"['Thrash_metal', 'Ambient_music', 'Post-rock', 'Folk_music', 'Technical_death_metal', 'Death_metal']"
a_hero_a_fake,"['Progressive_metal', 'Metalcore']"
inspirative,
district_78,
dandi_wind,"['Experimental_music', 'Electropunk', 'Post-industrial_music', 'Electro-industrial', 'Electronica']"
nicole_scherzinger_-_happily_never_after_(_written_by_ne-yo_)_(2007)_[www.rnb4u.dl.am],
chris_brown_-_with_you_(prod._by_stargate)_(2007_full)_[www.rnb4u.dl.am],
ac,
flora_matos,
nathy_mc,
bei_maejor,
paul_&_linda_mccartney,
oddzia?_zamkni?ty,
obywatel_g.c.,
skaldowie,"['Rock_music', 'Jazz-rock', 'Folk_music', 'Folk-rock', 'Progressive_folk', 'Pop_music', 'Psychedelic_rock']"
cof_damu,
don_mclean,"['Folk_music', 'Folk_rock', 'Rock_music']"
los_lobos,"['Americana_(music)', 'Cowpunk', 'Heartland_rock', 'Chicano_rock', 'Tejano_music', 'Roots_rock', 'Latin_rock', 'Country_rock']"
mott_the_hoople,"['Hard_rock', 'Glam_rock']"
the_matrix_reloaded,
seychelles,
mamma_cadela,
gustavo_garde,
jet_market,
much_the_same,"['Punk_rock', 'Melodic_hardcore', 'Pop_punk', 'Skate_punk']"
i_sea_monsters,
"chunk!_no,_captain_chunk!","['Metalcore', 'Pop_punk', 'Post-hardcore', 'Melodic_hardcore']"
sudarshana,
f.i.b,
dikers,
golliwog,
order!order!,
nodes_of_ranvier,
tom_sawyer,
break_the_silence,
colchon,
layaway_plan,
anchors_for_arms,
randy_orton,
jared_leto,
os_+_de_mil,
mephisto_walz,"['Darkwave', 'Gothic_rock', 'Deathrock', 'Ethereal_wave']"
liikkuvat_lapset,
kuolleet_kukat,
musta_paraati,"['Post-punk', 'Gothic_rock']"
xmal_deutschland,"['New_wave_music', 'Alternative_rock', 'Dream_pop', 'Dark_wave', 'Neue_Deutsche_Welle', 'Post-punk', 'Gothic_rock']"
kuudes_tunti,
pyhäkoulu,
kaaos,"['Crust_punk', 'Hardcore_punk']"
radio_scarlet,
suruaika,
riistetyt,
scary_bitches,
poslednie_tanki_v_parizhe,
the_guess_who,"['Hard_rock', 'Pop_rock', 'Psychedelic_rock', 'Rock_music']"
marya_roxx,"['Hard_rock', 'Heavy_metal_music']"
l'ame_immotale,
prophetic_dream,
e-type,
la_bouche,"['Eurodance', 'House_music']"
cold_in_may,
locnville,"['Hip_hop_music', 'Electro_(music)', 'Pop_music']"
rudenko,
alex_beaupain,
paulinho_da_viola,"['Choro', 'Samba']"
terence_trent_d'arby,
the_spinto_band,['Indie_rock']
help_she_can't_swim,"['Art_rock', 'Indie_rock']"
cristina_branco,['Fado']
paris_combo,
skrillex,"['Trap_music_(EDM)', 'Electronic_dance_music', 'Post-hardcore', 'Brostep', 'Electro_house', 'Moombahton', 'Dubstep']"
it's_alive,
chester_bennington,
the_brothers_martin,"['Indie_rock', 'Electronica', 'Synthpop', 'Indietronica', 'New_wave_music', 'Shoegazing']"
the_pistolas,
julien-k,"['Post-punk', 'Dance-rock', 'Electronica', 'Industrial_rock', 'Electronic_rock', 'Indietronica', 'Alternative_dance']"
blue_stahli,"['Electronic_rock', 'Funk', 'Synthwave', 'Rap', 'Alternative_metal', 'Drum_and_bass', 'Synthpop', 'Triphop', 'Industrial_metal', 'Electro-industrial', 'Pop_music', 'Ghostwave', 'Acoustic_music', 'Electronic_music', 'Hiphop']"
blasted_mechanism,"['World_music', 'Alternative_rock']"
deluka,"['New_wave_music', 'Indie_rock', 'Electropop']"
king_black_acid,"['Indie_rock', 'Neo-psychedelia', 'Space_rock']"
pony_pony_run_run,"['Power_pop', 'Dance-punk', 'Synthpop']"
subkulture,
peixe_:_avião,
david_fonseca,['Alternative_rock']
murdering_tripping_blues,
janusz_olejniczak,['Classical_music']
the_pianist,
jimmy_pardo,"['Insult_comedy', 'Crowd_manipulation', 'Observational_comedy']"
arthur_alexander,"['Country_music', 'Soul_music']"
the_bobby_fuller_four,['Rock_and_roll']
dexys_midnight_runners,
anita_carter,"['Country_music', 'Folk_music']"
faces,
the_tremeloes,['Beat_music']
comedy_death-ray_radio,
swamp_dogg,"['Country_music', 'R&B', 'Disco', 'Soul_music']"
ellen_foley,['Rock_music']
dennis_wilson,"['Pop_music', 'Rock_music']"
fungi_girls,
johnny_hollow,"['Electronic_music', 'Darkwave']"
jean-jacques_burnel,
noise_unit,"['Electro-industrial', 'Electronic_body_music', 'Industrial_music', 'Goa_Trance']"
les_jumeaux,
michael_brook,"['Ambient_music', 'New-age_music', 'World_music', 'Soundtrack', 'Experimental_music']"
oppenheimer_analysis,
?wietliki_i_linda,
intermix,
blue_zoo,"['New_wave_music', 'Synthpop']"
the_actor,
strange_boutique,['Gothic_rock']
lars_falk,
grzegorz_ciechowski,
rosetta_stone,
uv_pop,
opéra_de_nuit,
position_parallèle,
behind_crimson_eyes,"['Post-hardcore', 'Emo']"
paul_kelly,
society's_parasites,
12th_planet,
scatman_john,"['Electro_swing', 'Scat_singing', 'Eurodance', 'Pop_music', 'Jazz_music']"
koolfox,
art_of_fighters,
plushgun,"['Synthpop', 'Indie_rock', 'New_wave_music']"
ronald_jenkees,"['Electronic_rock', 'Intelligent_Dance_Music', 'Hip_hop_music', 'Techno', 'Dance-rock']"
ytcracker,"['Hip_hop', 'Nerdcore']"
benny_benassi_feat._gary_go,
keef_baker,
dryft,
rent_-original_cast_recording,
fc/kahuna,
scandy,
tarmvred,"['Breakcore', 'Rhythmic_noise']"
al_b._sure!,"['Urban_contemporary', 'Contemporary_R&B', 'New_jack_swing']"
celluloïd_mata,
tonikom,
the_uniform,
zentriert_ins_antlitz,
sona_eact®,
cdatakill,
black_lung,
oil_10,
s.i.n.a,
the_teardrop_explodes,"['New_wave_music', 'Post-punk', 'Neo-psychedelia']"
eyeless_in_gaza,
julian_cope,
meltmaster,
pere_ubu,"['Industrial_rock', 'New_wave_music', 'Art_punk', 'Proto-punk', 'Art_rock', 'Post-punk', 'Avant-rock']"
the_red_krayola,
this_heat,"['Experimental_rock', 'Post-punk', 'Avant-prog']"
amatria,
lori_meyers,['Indie_rock']
the_new_raemon,
el_columpio_asesino,
summer_camp,
feldberg,
joe_crepúsculo,
"loney,_dear",
planningtorock,['Electropop']
bishop_morocco,
crystal_fighters,"['Folktronica', 'Indie_pop', 'Folk_music', 'Synth-pop', 'Indie_rock', 'Alternative_dance']"
wildbirds_&_peacedrums,"['Experimental_music', 'Psychedelic_music', 'Blues', 'Pop_music']"
dente,
kordan,
hundreds,
she_keeps_bees,
bye_bye_bicycle,
du,
facto_delafé_y_las_flores_azules,
claude_françois,['Pop_music']
umberto_tozzi,"['Rock_music', 'Pop_music', 'Italo_disco']"
biagio_antonacci,
lynn_johnson,
experimental_model,
ricchi_e_poveri,['Pop_music']
gianni_morandi,['Pop_music']
7and5,
baskyl,
anna_oxa,"['Pop_rock', 'Soft_rock', 'Pop_music', 'Adult_contemporary']"
mike_brant,
michele_zarrillo,
modus,
edelis,
raffaella_carrà,
f.r._david,
cordovero,
renato_zero,"['Rock_and_roll', 'Pop_rock', 'Soul_music']"
nicoletta,
savage,
frédéric_françois,['Chanson']
little_tony,
gigi_d'alessio,['Music_of_Naples']
gemelli_diversi,
merlinmoon,
bill_laswell,"['Reggae', 'Pop_music', 'Jazz', 'Electronic_music', 'Rock_music', 'Avant-garde_music']"
"kleitman,_michael",
sasha,
plácido_domingo,
acoustic_brasil,
brazilution,
ltj_bukem,"['Breakbeat', 'Breakbeat_hardcore', 'Funk', 'Neo_soul', 'Trip_hop', 'Drum_and_bass']"
ciëlo,
tino_coury,
siavash_ghomayshi,"['Reggae', 'Trance_Music', 'Pop_rock', 'Rock_and_roll', 'Folk_rock', 'Blues_rock']"
habib,
ebi,['Persian_pop_music']
mal_etre,
dariush,
matin_2_hanjareh,
shahyar_ghanbari,['Persian_pop_music']
kaveh_yaghmaei,
mohsen_chavoshi,
reza_yazdani,
dj_dado,"['Italo_dance', 'Dream_trance']"
mohammad_reza_shajarian,
rom_di_prisco,"['Electronica', 'Breakbeat', 'Big_beat']"
oliver_shanti_&_friends,
kira,
kira_&_the_kindred_spirits,
alex_canasta,
julie_maria,
agnes_obel,
sinne_eeg,['Jazz']
when_saints_go_machine,['Electropop']
mads_langer_&_mike_sheridan,
ib_glindemann_orchestra,
bo_kaspers_orkester,
dr_p3,
emiliana_torrini,
analogik,"['Jazz', 'Hip_hop_music', 'Turntablism', 'Electro_swing', 'Breakbeat', 'Music_of_Southeastern_Europe']"
mads_langer,"['Rock_music', 'Pop_music']"
"lucia_popp,_siegfried_jerusalem,_etc.;_bernard_haitink:_bavarian_radio_symphony_orchestra_&_chorus",
nana_jacobi,
boy_of_girl,
mikael_simpson,"['Dub_music', 'Indietronica']"
nicola_conte,"['Jazz_fusion', 'Latin_jazz', 'Bossa_nova', 'Acid_jazz', 'World_music']"
mohombi,"['Dancehall', 'Contemporary_R&B', 'Dance-pop', 'African_popular_music']"
dablio,
sam_tsui_&_kurt_schneider,
g.na,
matt_zarley,
nelstar*,
miriam_makeba,"['Township_music', 'African_popular_music', 'Marabi', 'World_music', 'Jazz']"
lil_mama,"['Hip_hop_music', 'Contemporary_R&B', 'Electronic_dance_music']"
inezita_barroso,['Música_sertaneja']
eve_feat._sean_paul,
stephen_gunzenhauser,
michael_cardenas,
son_house,['Delta_blues']
secret_machines,"['New_prog', 'Space_rock', 'Alternative_rock']"
the_waterboys,
a_camp,"['Alternative_rock', 'Indie_pop']"
the_tumbled_sea,
nils_frahm,"['Ambient_music', 'Electronic_music', 'Contemporary_classical_music']"
constantina,
asalto_al_parque_zoológico,
matthew_robert_cooper,
marinho_castellar_&_banda_disritmia,
we_vs._death,
sylvain_chauveau,"['Ambient_music', 'Instrumental_music', 'Electronic_music', 'Minimalism']"
because_of_ghosts,"['Math_rock', 'Post-rock']"
oy_division,
migwud',
uzva,
???????,
???,
btr,
aladdin,
turbo,
piotr_rogucki,
the_boomtown_rats,"['New_wave_music', 'Art_punk', 'Power_pop', 'Pub_rock_(United_Kingdom)']"
esther_phillips,"['Rhythm_and_blues', 'Jazz', 'Country_and_western_music', 'Soul_music', 'Blues', 'Pop_music']"
ann-margret,
carmen_mcrae,"['Traditional_pop', 'Vocal_jazz', 'Jazz']"
millie_jackson,"['Soul_music', 'Disco', 'Rhythm_and_blues']"
nancy_wilson,
blossom_dearie,"['Vocal_jazz', 'Swing_music', 'Traditional_pop', 'Cool_jazz']"
anthony_rother,
history,
elektrochemie_lk,
dj_rush,
dj_koze,"['Minimal_techno', 'Techno', 'Hip_hop_music', 'Tech_house', 'Microhouse']"
ada,
chris_liebing,"['Minimal_techno', 'Tech-house', 'Techno']"
kid_alex,
panash,
frank_martiniq,
roman_flügel,
pankananda,
oliver_koletzki/florian_meindl,
moonbootica,
lützenkirchen,['Electronica']
sven_väth,"['Ambient_techno', 'New_Beat', 'Techno_music', 'Trance_music']"
lexy_&_k._paul,
alter_ego,
westbam_and_afrika_islam,
westbam,
audion,
justus_köhncke,
tiefschwarz,"['Tech_house', 'Electronica', 'House_music']"
pier_bucci,['Electronica']
pan-pot,"['Tech_house', 'Experimental_techno', 'Techno_music']"
frankie_valli_&_the_four_seasons,
ryan_molloy,"['Rock_and_roll', 'Musical_theatre']"
the_dalton_academy_warblers,['A_cappella']
mike_rowland,
tim_curry,
bob_gaudio,"['Pop_music', 'Rock_music']"
????,
the_franks,
???,
eddie_izzard,
mo_body,
viikate,"['Heavy_metal_music', 'Rock_music', 'Folk_music', 'Rautalanka']"
suburban_tribe,
brian_hyland,"['Country_music', 'Bubblegum_pop']"
eric_burdon_&_the_animals,
winter_gloves,['Indie_rock']
fat_segal,
sam_bradley,
ana_paula_valadão,"['Contemporary_worship_music', 'Contemporary_Christian_music']"
arthur_freed_&_nacio_herb_br..,
artie,
puck,
idina_menzel_&_rachel,
"puck,_finn,_sandy,_howard_&_terry",
rachel,
brian_reitzell_&_alex_heffes,
automatic_flowers,
ivan$stani,
?????,
????_????????,
????_???????????,
????????,
link_80,"['Skacore', 'Pop_punk', 'Punk_rock', 'Hardcore_punk', 'Ska_punk']"
lazy_bitches,
the_epoxies,
magik_markers,
regurgitate,
harry_potter_3:_the_prizoner_of_azkaban_soundtrack,
buraka_som_sistema,"['Alternative_dance', 'Zouk_(musical_movement)', 'Breakbeat', 'Moombahton', 'Kuduro']"
dressy_bessy,"['Power_pop', 'Indie_rock']"
emily_powers,
tender_trap,"['Indie_pop', 'Twee_pop']"
the_siddeleys,
tiger_trap,
saturday_looks_good_to_me,['Indie_pop']
the_diskettes,
bearsuit,"['Art_rock', 'Dance-rock', 'Indie_pop']"
boy_crazy,
cub,
the_owls,
marine_research,"['Indie_rock', 'Twee_pop']"
emily_jane_powers,
henry's_dress,['Noise_pop']
all_girl_summer_fun_band,"['Indie_pop', 'Twee_pop']"
go_sailor,['Twee_pop']
the_aislers_set,
velocity_girl,"['Indie_rock', 'Indie_pop']"
the_orchids,
language_of_flowers,
the_eames_era,['Indie_pop']
black_tambourine,"['Shoegaze', 'Noise_pop', 'Lo-fi_music', 'Indie_pop']"
the_pastels,"['Art_rock', 'Alternative_rock', 'Jangle_pop', 'Post-punk', 'Indie_pop']"
that_dog.,
the_scotland_yard_gospel_choir,
korn_(unplugged),
bethlehem,
the_pax_cecilia,
opus_däi,
echolyn,['Progressive_rock']
o_bando_do_velho_jack,"['Blues', 'Southern_rock', 'Classic_rock']"
swayzak,"['Minimal_techno', 'Tech_house']"
jenni_potts,
darin_schaffer,
yasume,
christopher_willits,"['Glitch_(music)', 'Experimental_music', 'Electronic_music', 'Electroacoustic_music', 'Ambient_music']"
greyboy,
express_rising,
ancient_astronauts,
julien_neto,
eef_barzelay,"['Alternative_country', 'Pop_music', 'Alternative_rock']"
critters_buggin,"['Ambient_music', 'Rock_music', 'Punk_rock', 'Funk', 'Electronic_music', 'Jazz']"
gramatik,"['Electronica', 'Hip_hop_music', 'Trip_hop']"
allison,
aurum,
uff,
martin_rica,
hello_seahorse!,"['Indie_rock', 'Shoegaze', 'Dream_pop', 'Alternative_rock']"
chetes,"['Pop_rock', 'Alternative_rock']"
colchón,
división_minúscula,['Alternative_rock']
nikki_clan,
lyon_fi!,
paulina_goto,
lu,
we_smoke_fags,
edurne,
daniela_castillo,"['Rock_music', 'Pop_music']"
karen_paola,
gilda,
catalina_palacios,
carolina_soto,
ximena_abarca,
sin_senos_no_hay_paraíso,
marcela_morelo,"['Folk_music', 'Latin_pop']"
supernova,
quarashi,"['Rap_rock', 'Electronic_music', 'Alternative_rock', 'Alternative_hip_hop', 'Trip_hop', 'Art_pop']"
art_ensemble_of_chicago,"['Avant-garde_jazz', 'Free_jazz']"
the_dickies,"['Comedy_rock', 'Punk_Rock', 'Pop_Punk']"
poison_idea,"['Punk_rock', 'Hardcore_punk']"
d'angelo,
anita_baker,
camp_lo,['Hip_hop_music']
montell_jordan,
bizzy_bone,"['Midwest_hip_hop', 'Hip_hop_music', 'Chopper_(rap)']"
kurt_elling,['Jazz']
mamma_mia!:_the_movie_soundtrack,
high_school_musical_3:_senior_year,
marcelo_adnet,
ambient,
paramore?,
ricardo_gravações,
liz_lanne,
lauriete,
la_familia,
billy_fury,"['British_rock_and_roll', 'Pop_music', 'Pop_rock', 'Rockabilly']"
timpuri_noi,"['Funk_rock', 'Post-punk', 'New_wave_music', 'Alternative_rock']"
my_mine,"['New_wave_music', 'Italo_disco', 'Synthpop']"
morris,
travka,
?????????_?????????,
veritasaga,
???,
arsenium,
giulia,
treitl_hammond,
heart_of_space,
maximov_show,
sertse,
???????,
the_redwalls,"['Alternative_rock', 'Indie_rock']"
???????,
gato_idiota,
??????,
alice_springs,
reflex,
teddybears,
support_lesbiens,"['Rock_music', 'Pop_rock']"
??????-??-?????,
?????,
belén_arjona,"['Rock_en_Español', 'Latin_pop', 'Pop_music', 'Folk_music', 'Rock_music', 'Pop-rock', 'Alternative_rock']"
jalankulkuämpäri,
liquido,"['Alternative_rock', 'Pop_rock', 'Progressive_rock', 'Electropop']"
??????,
??????_????????,
?????,
let_it_flow,
özgün_akay,
özlem_tekin,"['Hard_rock', 'Punk_rock', 'Acoustic_rock']"
makine,
benjamin_ann,
i??te?_gezen_fiiller,
hope_to_find,
hypnogaja,"['Alternative_rock', 'Crossover_(music)', 'Hard_rock', 'Space_rock', 'Trip_hop']"
aylin_asl?m,['Alternative_rock']
my_endeavour,
saving_abel,"['Hard_rock', 'Post-grunge', 'Southern_rock']"
edgewater,
deepfield,['Rock_music']
seven_wiser,
course_of_nature,"['Alternative_rock', 'Post-grunge', 'Post-punk', 'Hard_rock']"
stereoside,
modern_day_zero,"['Post-grunge', 'Hard_rock']"
